X,Y,ID,XCOORD,YCOORD,join_id,join_@id,join_area,join_highw,join_surfa,join_int_r,join_lanes,join_maxsp,join_max_1,join_onewa,join_ref,join_name,NUM_10NOND,NUM_10DEAT,Num_50Deat,Num_50NonD,ID_id,Crossing_T,Crossing_D,Traf_light,Traf_lig_1,stops_Targ,stops_Dist,bump_Targe,bump_Dista
31.3523795,58.5936757,1815,31.352380,58.593676,way/36186280,way/36186280,,tertiary,,,1,,,,,,0,0,0,0,1815,node/7429024597,1592.062557702560500,node/7463852740,2672.009819762958600,node/2376005807,1565.174977797729100,node/2355870389,3014.401959196900000
31.2758066,58.4786957,1816,31.275807,58.478696,way/48431947,way/48431947,,tertiary,,,1,,,,,,0,0,0,0,1816,node/4570994739,330.503138263510830,node/1143738665,4833.972385309109100,node/5996483888,469.553256996739490,node/4744460853,3879.083556859499800
31.267564218724278,58.580711035017138,1817,31.267564,58.580711,way/207578565,way/207578565,,primary,asphalt,,2,RU:urban,,,,Лужское шоссе,1,0,0,1,1817,node/6517694767,1383.000778824811500,node/295095290,1496.487034656377800,node/6010350323,561.950119555093120,node/6340964470,2623.555296523210000
31.2758066,58.4786957,1818,31.275807,58.478696,way/48431947,way/48431947,,tertiary,,,1,,,,,,0,0,0,0,1818,node/4570994739,330.503138263510830,node/1143738665,4833.972385309109100,node/5996483888,469.553256996739490,node/4744460853,3879.083556859499800
31.243862675877381,58.48504820259739,1819,31.243863,58.485048,way/481523534,way/481523534,,secondary,asphalt,,2,,,,,,0,0,0,0,1819,node/4570994742,1288.718985161231300,node/376294300,3295.130767164248500,node/7293768857,1766.604431445048900,node/7765694938,2467.252428123089900
31.2433449,58.5344289,1820,31.243345,58.534429,way/175868867,way/175868867,,secondary,asphalt,,2,,,yes,,улица Ломоносова,0,0,0,5,1820,node/302050795,12.622380894198590,node/1498044115,0.000000000000000,node/299374450,40.313839264111472,node/6425003413,256.863672590399010
31.272303390404389,58.490038143377454,1821,31.272303,58.490038,way/219874164,way/219874164,,secondary,asphalt,,2,,,yes,,Юрьевское шоссе,0,0,0,0,1821,node/1946998795,13.086117439432579,node/1143738665,3559.669192036952600,node/5996483888,848.819411418921960,node/4744460853,2605.387014907470100
31.241663866749267,58.634893130025567,1822,31.241664,58.634893,way/180009241,way/180009241,,unclassified,,,,,,,,,0,0,0,0,1822,node/5678275733,5848.367538580414500,node/230461929,6395.186528735128400,node/6010350323,6639.151508866277300,node/455885369,2476.265168703119800
31.271349162683862,58.621888806657431,1823,31.271349,58.621889,way/180009241,way/180009241,,unclassified,,,,,,,,,0,0,0,0,1823,node/4570994247,3543.423373861589400,node/11149116,3207.651646415321900,node/4570994750,3573.304636864532800,node/455885362,3027.435724302809800
31.272042705538951,58.56783414895888,1824,31.272043,58.567834,way/226855746,way/226855746,,secondary,asphalt,,4,,,,,Рабочая улица,0,0,0,0,1824,node/4609165039,667.369648556011840,node/3974388926,480.921404579879040,node/1401990011,477.898776842660140,node/6340964470,1679.935293455330100
31.2208964,58.6232268,1825,31.220896,58.623227,way/38522847,way/38522847,,unclassified,,,,40,,,,,0,0,0,0,1825,node/5678275733,4375.618485768981400,node/177601891,8521.184949770289700,node/6010350323,5961.159473439040100,node/455885382,563.606546478182960
31.263173039302654,58.62263296915603,1826,31.263173,58.622633,way/180009241,way/180009241,,unclassified,,,,,,,,,0,0,0,0,1826,node/4570994749,4190.990876612040700,node/230461929,4613.533072353047800,node/6010350323,5024.819560174045400,node/455885362,2608.287103475569900
31.252662787902839,58.58400982102394,1827,31.252663,58.584010,way/415198518,way/415198518,,primary,asphalt,,2,90,,,,Лужское шоссе,0,0,0,0,1827,node/177598706,2020.850131331377300,node/3974388926,2581.662264622752400,node/6010350323,1498.559254625561600,node/6340964470,2744.482980286380100
31.291409279487496,58.510915099061087,1828,31.291409,58.510915,way/36836894,way/36836894,,unclassified,,,,,,,,,0,0,0,0,1828,node/6724059950,584.825625939660090,node/246262,1390.352947857959600,node/525298698,606.281395417846280,node/3673045106,1191.903190289320000
31.240798775940362,58.59135931812834,1829,31.240799,58.591359,way/26406042,way/26406042,,tertiary,,,4,70,,,,Вяжищский проезд,0,0,0,0,1829,node/5678275733,1611.743798849248400,node/177601891,4985.644201667368200,node/6010350323,2517.547652170578700,node/455885362,2731.854766808539800
31.291107727939696,58.548727410056465,1830,31.291108,58.548727,way/654169015,way/654169015,,primary,asphalt,,2,,,yes,,улица Державина,0,0,0,0,1830,node/7462162478,125.730602022952870,node/2206310654,508.612595289177480,node/313454217,606.988348986719760,node/287866254,2146.488919586509800
31.328269483988148,58.532225792775627,1831,31.328269,58.532226,way/25329935,way/25329935,,primary,asphalt,,2,RU:urban,,yes,,,0,0,0,0,1831,node/3941682237,834.026729622693100,node/293139220,1579.884686777263400,node/525298735,1180.195546514002400,node/3941904154,130.820668022971010
31.237911976401591,58.536333989852281,1832,31.237912,58.536334,way/238059750,way/238059750,,tertiary,,,2,40,,,,улица Зелинского,0,0,0,0,1832,node/299374435,240.415222580776510,node/18485131,279.195376135769380,node/2016736494,285.004481318343490,node/302050387,133.678316422569990
31.275378844457737,58.560710973446092,1833,31.275379,58.560711,way/665630221,way/665630221,,primary,asphalt,,2,60,,yes,,Большая Санкт-Петербургская улица,0,0,0,1,1833,node/4609165039,177.536030017128780,node/3974064301,29.813198931468740,node/2016732107,95.760395938975009,node/3940315866,2300.470212286540100
31.222621806226975,58.524857914523757,1834,31.222622,58.524858,way/199409880,way/199409880,,primary,asphalt,,4,,,,,Нехинская улица,0,0,0,3,1834,node/4608991300,77.300531143001308,node/27019229,235.545102837961590,node/1106149149,53.077715959191011,node/299484497,685.496087593042030
31.239143784807514,58.5035568564616,1835,31.239144,58.503557,way/438514982,way/438514982,,tertiary,,,2,60,,no,,Луговая улица,0,0,0,0,1835,node/5908305697,37.691613645489952,node/376294300,1258.746039021672000,node/892703701,778.999606077487560,node/7765694938,396.237291638244980
31.249868516705536,58.506095945994581,1836,31.249869,58.506096,way/187769388,way/187769388,,unclassified,,,2,,,,,Каберова-Власьевская улица,0,0,0,0,1836,node/4744476469,561.899834653963240,node/376294300,1021.530404034697700,node/377612229,1063.904645760127800,node/7765694918,492.569571788078970
31.277789052522902,58.543851135936507,1837,31.277789,58.543851,way/42808255,way/42808255,,secondary,asphalt,,4,,,,,Колмовская набережная,0,0,0,0,1837,node/479789023,366.300550974256790,node/479789030,402.743758066774770,node/486087684,936.118790797582510,node/3940315866,661.719132281083030
31.2900134,58.5111544,1838,31.290013,58.511154,way/36836894,way/36836894,,unclassified,,,,,,,,,0,0,0,0,1838,node/6724059950,520.331714011462050,node/246262,1362.197667020445100,node/525298698,541.926456868098170,node/3673045106,1106.299995420969900
31.260709560215897,58.492030724609016,1839,31.260710,58.492031,way/219874164,way/219874164,,secondary,asphalt,,2,,,yes,,Юрьевское шоссе,0,0,0,0,1839,node/4608985357,790.564746944194670,node/376294300,2710.896819840435900,node/4744460858,1885.720870163589100,node/4744460853,2448.320634607010100
31.272329933432026,58.490033727372797,1840,31.272330,58.490034,way/219874164,way/219874164,,secondary,asphalt,,2,,,yes,,Юрьевское шоссе,0,0,0,0,1840,node/1946998795,14.710448614924513,node/1143738665,3560.241482833543600,node/5996483888,847.841174434696200,node/4744460853,2605.942371249880100
31.305592157026673,58.567423589221882,1841,31.305592,58.567424,way/322879063,way/322879063,,tertiary,,,,,,,,Береговая улица,0,0,0,0,1841,node/6517705022,110.072617480775240,node/2475693877,553.200475907171610,node/1572585952,1028.878907511862300,node/2355856386,116.438502669839000
31.242048326314716,58.579069107222999,1842,31.242048,58.579069,way/26698223,way/26698223,,primary,asphalt,,4,RU:rural,,,,Сырковское шоссе,0,0,0,0,1842,node/177598706,1403.970743142033800,node/177601891,3641.764091694906300,node/1106263196,3652.553301251896800,node/6340965220,2161.121851943959900
31.2208964,58.6232268,1843,31.220896,58.623227,way/38522847,way/38522847,,unclassified,,,,40,,,,,0,0,0,0,1843,node/5678275733,4375.618485768981400,node/177601891,8521.184949770289700,node/6010350323,5961.159473439040100,node/455885382,563.606546478182960
31.265770630522979,58.586870388551098,1844,31.265771,58.586870,way/113562937,way/113562937,,unclassified,,,,,,,,,0,0,0,0,1844,node/6517694715,1865.956449715831900,node/269278679,1940.568469766471500,node/6010350323,1144.851861297958500,node/6340964470,3220.241002711230100
31.279265152115951,58.488879847621583,1845,31.279265,58.488880,way/219874164,way/219874164,,secondary,asphalt,,2,,,yes,,Юрьевское шоссе,0,0,0,0,1845,node/1946998795,439.127496502675110,node/1143738665,3731.042090725569800,node/5996483888,682.649572823615700,node/4744460853,2779.904630307029900
31.27444026527256,58.57911318763724,1846,31.274440,58.579113,way/31377569,way/31377569,,primary,asphalt,,2,RU:urban,,,,Лужское шоссе,0,0,0,0,1846,node/6517694767,975.113825033061180,node/295095290,1141.577597184248400,node/6010350323,144.398486680565670,node/6340964470,2672.973160976860100
31.296793446566259,58.545548781451195,1847,31.296793,58.545549,way/31400673,way/31400673,,tertiary,,,2,,,,,Парковая улица,0,0,0,1,1847,node/1865915817,102.117643944122510,node/2206310654,223.682529298496120,node/313454217,284.884831030386750,node/1570949864,1920.806034374179900
31.227201420447209,58.532096050047038,1848,31.227201,58.532096,way/410404481,way/410404481,,tertiary,,,2,20,,yes,,улица Попова,0,0,0,0,1848,node/6723213624,21.846512615039771,node/1841025820,271.143884353384520,node/1736166885,186.603862849101600,node/6172339291,155.487866058402010
31.24727998197308,58.521675902787045,1849,31.247280,58.521676,way/199411727,way/199411727,,secondary,asphalt,,3,,,,,Октябрьская улица,0,0,0,0,1849,node/6510641038,235.225542111048950,node/18485000,245.348121865369900,node/455879026,80.992637651077047,node/286749723,484.148594865566000
31.288373603060837,58.57643356492413,1850,31.288374,58.576434,way/228952577,way/228952577,,primary,asphalt,,4,,,,,,0,0,0,0,1850,node/6517694715,292.103639061944820,node/2283358006,464.563326234178650,node/2016741236,55.407690861556134,node/2355856386,1397.544859308879900
31.33833472717923,58.58465611043561,1851,31.338335,58.584656,way/36186280,way/36186280,,tertiary,,,1,,,,,,0,0,0,0,1851,node/7429024597,1675.556880432814500,node/2475693877,2770.394994666376100,node/2355865875,1242.762402054493600,node/2355870389,1722.614888836410000
31.221661652101769,58.529464728583783,1852,31.221662,58.529465,way/31368585,way/31368585,,secondary,asphalt,,4,,,,,улица Кочетова,0,0,0,1,1852,node/7044075974,127.335355754520930,node/1841025820,334.001766356917190,node/299410778,258.801734276601910,node/299484497,278.390220159613020
31.332971522708949,58.57339092034686,1853,31.332972,58.573391,way/173229750,way/173229750,,tertiary,,,,,,,,Береговая улица,0,0,0,0,1853,node/6517705013,1589.274635836470700,node/2475693877,1608.066901011806700,node/2355865875,81.725550566325794,node/2355870389,672.150564711177030
31.28949174126209,58.548828048206033,1854,31.289492,58.548828,way/654169015,way/654169015,,primary,asphalt,,2,,,yes,,улица Державина,0,0,0,0,1854,node/7462162478,218.823028078476650,node/2206310654,600.909802836723880,node/313454217,699.742557532725070,node/287866254,2131.466703089320200
31.265045071611098,58.617893104969582,1855,31.265045,58.617893,way/108497261,way/108497261,,unclassified,,,,,,,,,0,0,0,0,1855,node/4570994749,3684.924791136737400,node/230461929,4088.251215063738100,node/6010350323,4486.762878559033200,node/455885362,2564.244500898610100
31.241191915159973,58.544772614213045,1856,31.241192,58.544773,way/31376068,way/31376068,,primary,asphalt,,3,,,yes,,проспект Александра Корсунова,0,0,0,1,1856,node/4609010466,130.630039717729970,node/1864401730,73.756207120999221,node/893969479,195.988414515994260,node/293342947,578.396334029503010
31.2447732,58.5009213,1857,31.244773,58.500921,way/438514980,way/438514980,,tertiary,,,4,,,no,,улица Арциховского,0,0,0,0,1857,node/5877747333,14.325522956672936,node/376294300,1528.937643404357900,node/1384427126,1208.092050022227300,node/7765694939,789.153242928891020
31.2549325,58.5451659,1858,31.254932,58.545166,way/31364833,way/31364833,,unclassified,,,,,,,,,0,0,0,0,1858,node/1419515542,471.985967133537540,node/1864273486,558.048302669850050,node/1106419841,232.942626910108460,node/3940315867,887.324617515335040
31.2658172,58.5506987,1859,31.265817,58.550699,way/589373969,way/589373969,,unclassified,unpaved,,,,,,,,1,0,0,1,1859,node/6230523242,74.922450918311824,node/281000784,74.220733028458810,node/565333511,81.565622559126666,node/3940315867,1116.133694542080100
31.236891064864132,58.609189292323236,1860,31.236891,58.609189,way/108497261,way/108497261,,unclassified,,,,,,,,,0,0,0,0,1860,node/5678275733,3036.293886073663500,node/295095290,5129.696719324266300,node/6010350323,4143.151657854768000,node/455885362,1021.877595981510000
31.233939500161185,58.505982553917647,1861,31.233940,58.505983,way/438514982,way/438514982,,tertiary,,,2,60,,no,,Луговая улица,0,0,0,0,1861,node/5908305691,71.194109494412146,node/376294300,1111.449563996926800,node/4779345190,246.728217435080860,node/7765694938,364.191345634090000
31.227096826054233,58.510024001273038,1862,31.227097,58.510024,way/227026391,way/227026391,,secondary,asphalt,,2,40,,,,Октябрьская улица,0,0,0,0,1862,node/4705182262,73.452415189040266,node/288423993,1638.818298129720900,node/462086223,440.524104867127390,node/7765694938,809.778139281669040
31.2640859,58.61550840000001,1863,31.264086,58.615508,way/108497261,way/108497261,,unclassified,,,,,,,,,0,0,0,0,1863,node/4570994749,3498.411229565775100,node/230461929,3875.826628621255200,node/6010350323,4232.393312195812500,node/455885362,2474.524646168849800
31.384005858443857,58.608957064804834,1864,31.384006,58.608957,way/367701065,way/367701065,,secondary,asphalt,,,,,,,Драгунское шоссе,0,0,0,0,1864,node/4773038317,3928.558460286366900,node/7463852740,4504.708085856779700,node/2849847592,3945.727053190936700,node/1578386259,1374.273274362830100
31.264394161036417,58.552952031153701,1865,31.264394,58.552952,way/208252432,way/208252432,,primary,asphalt,,2,,,,,Сырковское шоссе,0,0,0,0,1865,node/301129611,191.299688228670190,node/281000784,314.716694770353340,node/565333511,215.071613581163660,node/3940315867,1374.958960726120000
31.243791654544712,58.58203152664877,1866,31.243792,58.582032,way/26698222,way/26698222,,primary,asphalt,,4,RU:rural,,,,Сырковское шоссе,0,0,0,0,1866,node/177598706,1730.960830955330700,node/1864401763,4155.172154105514900,node/6010350323,1910.340922212598800,node/6340965220,2480.350088205129900
31.304491880347911,58.498776191885135,1867,31.304492,58.498776,way/179786007,way/179786007,,unclassified,,,,,,,,,0,0,0,0,1867,node/929929863,2624.947083067564600,node/246262,2863.476998922774300,node/525298698,2157.654702839891300,node/3673045106,2570.262076512060000
31.294487555041243,58.569307218840272,1868,31.294488,58.569307,way/173915774,way/173915774,,secondary,asphalt,,2,,,yes,,Деревяницкий мост,0,0,0,0,1868,node/6517694715,706.957325065858980,node/2283358006,652.279923961380060,node/2016732099,701.170901561775170,node/2355856386,717.614683152213960
31.243698035523966,58.581869795159363,1869,31.243698,58.581870,way/26698222,way/26698222,,primary,asphalt,,4,RU:rural,,,,Сырковское шоссе,0,0,0,0,1869,node/177598706,1712.924636377064600,node/1864401763,4137.081499644945300,node/6010350323,1911.495353521636800,node/6340965220,2462.734905692980200
31.221101034660279,58.546567120493279,1870,31.221101,58.546567,way/31372328,way/31372328,,tertiary,asphalt,,2,,,,,улица Коровникова,0,0,0,0,1870,node/4609010467,70.399469155620636,node/273126781,612.883609313239280,node/1736145275,78.948139159098673,node/4609010483,32.846095533266300
31.288566775626151,58.548770705053336,1871,31.288567,58.548771,way/38957251,way/38957251,,primary,asphalt,,2,,,yes,,улица Державина,0,0,0,0,1871,node/7462162478,269.965915007435740,node/479789030,634.735698976001340,node/313454217,749.417767513271770,node/287866254,2112.261164556619900
31.280358448603948,58.575355760924467,1872,31.280358,58.575356,way/207578561,way/207578561,,primary,asphalt,,2,RU:urban,,,,Лужское шоссе,0,0,1,3,1872,node/6517694767,433.337784649838680,node/269278679,405.615639955818040,node/6010350322,303.290151698210480,node/2355856386,1720.657153665970100
31.3190523,58.5891767,1873,31.319052,58.589177,way/45849659,way/45849659,,unclassified,,,,,,,,,0,0,0,0,1873,node/7429024597,1113.012718822617200,node/7463852740,1398.813694051856400,node/2376005808,1116.268551201059800,node/1736625841,1931.042429461859900
31.315701034742876,58.57190611647124,1874,31.315701,58.571906,way/31398851,way/31398851,,tertiary,,,,,,,,Береговая улица,0,0,0,0,1874,node/6517705005,880.786436515550350,node/2475693877,918.828678934808980,node/1572585952,309.953271660494810,node/1736625841,280.082161834615990
31.276202787052348,58.562266810183942,1875,31.276203,58.562267,way/199404217,way/199404217,,primary,asphalt,,3,60,,yes,,Большая Санкт-Петербургская улица,0,0,0,5,1875,node/4609165039,2.296835770269338,node/3974064302,152.791688316809060,node/2016732107,272.808085689265970,node/3940315866,2479.496948495710100
31.2173743629711,58.62241447477053,1876,31.217374,58.622414,way/38522847,way/38522847,,unclassified,,,,40,,,,,0,0,0,0,1876,node/5678275733,4279.161665661010400,node/177601891,8447.442100649967000,node/267426824,7957.630847634720300,node/455885382,440.577218936116990
31.255541,58.5300412,1877,31.255541,58.530041,way/31367190,way/31367190,,secondary,asphalt,,4,,,,,Октябрьская улица,2,0,0,3,1877,node/6130838713,362.950056320285230,node/177577523,415.067938768555390,node/414572454,69.010173044292685,node/6425003413,675.877022872801940
31.302099033570549,58.546529139602498,1878,31.302099,58.546529,way/172394142,way/172394142,,primary,asphalt,,2,,,yes,,улица Державина,1,0,0,1,1878,node/4570994135,70.626791588293372,node/2206310659,175.846131021628080,node/313454217,79.942041321506707,node/1570949864,1710.749208901280100
31.3530907,58.6290554,1879,31.353091,58.629055,way/38572992,way/38572992,,unclassified,,,,,,,,,0,0,0,0,1879,node/4773038317,1138.115016268965300,node/7463852740,4119.659297687279800,node/2849847592,1129.152725414968700,node/1578386259,2992.572894612850200
31.2208964,58.6232268,1880,31.220896,58.623227,way/38522847,way/38522847,,unclassified,,,,40,,,,,0,0,0,0,1880,node/5678275733,4375.618485768981400,node/177601891,8521.184949770289700,node/6010350323,5961.159473439040100,node/455885382,563.606546478182960
31.2381713,58.6341255,1881,31.238171,58.634126,way/180009241,way/180009241,,unclassified,,,,,,,,,0,0,0,0,1881,node/5678275733,5718.307201030417700,node/230461929,6423.109269824610200,node/6010350323,6621.692330355985200,node/923895394,2151.011674817320000
31.265340199393876,58.491236719502069,1882,31.265340,58.491237,way/219874164,way/219874164,,secondary,asphalt,,2,,,yes,,Юрьевское шоссе,0,0,0,0,1882,node/286825337,325.722357472700760,node/1143738665,3428.389215357068700,node/5996483888,1160.395074926453800,node/4744460853,2487.745904066489900
31.244892545522781,58.562440939227884,1883,31.244893,58.562441,way/677198077,way/677198077,,primary,asphalt,,4,,,,,Сырковское шоссе,0,0,0,0,1883,node/177598706,457.174273829562200,node/1864401763,1976.573805313002800,node/893969480,1979.974821609680700,node/6340965220,308.530240989092990
31.283645,58.4881943,1884,31.283645,58.488194,way/219873732,way/219873732,,unclassified,,,2,,,,,,1,0,0,1,1884,node/1946998795,705.727374947705360,node/246262,3938.546541607208400,node/5996483888,705.463646498394610,node/4744460853,2911.708346453200200
31.290191034038163,58.516334684876149,1885,31.290191,58.516335,way/363008888,way/363008888,,tertiary,,,2,,,,,Никольская улица,0,0,0,1,1885,node/6724059945,332.725818726964630,node/246262,785.114078900642880,node/455876719,320.550792202970680,node/1319831809,1529.371796738649900
31.253349122346062,58.624157802301681,1886,31.253349,58.624158,way/180009241,way/180009241,,unclassified,,,,,,,,,0,0,0,0,1886,node/5678275733,4948.738936212450400,node/230461929,5020.202878393554800,node/6010350323,5303.328990452529100,node/455885362,2176.727079171259900
31.3013128,58.5585342,1887,31.301313,58.558534,way/26519314,way/26519314,,tertiary,,,2,,,no,,улица Новосёлов,0,0,0,1,1887,node/6517705022,911.349770780617520,node/2206310659,1269.785820864927700,node/313454217,1294.975210308620000,node/1570949864,608.118074027408060
31.270497938115977,58.58005302458934,1888,31.270498,58.580053,way/89072180,way/89072180,,primary,asphalt,,2,40,,,,Лужское шоссе,0,0,0,0,1888,node/6517694767,1208.259642083375000,node/295095290,1341.328090997839100,node/6010350323,379.820768879423440,node/6340964470,2638.160208753739900
31.22789104698483,58.51047326126271,1889,31.227891,58.510473,way/227026391,way/227026391,,secondary,asphalt,,2,40,,,,Октябрьская улица,0,0,0,3,1889,node/4705182262,141.377997257021690,node/288423993,1584.530368705535200,node/462086223,479.457598358956660,node/7765694938,790.176455334173060
31.221408514065018,58.546746334032846,1890,31.221409,58.546746,way/31372328,way/31372328,,tertiary,asphalt,,2,,,,,улица Коровникова,0,0,0,0,1890,node/6328299583,69.804680785933698,node/273126781,623.861976670595140,node/1736145275,105.640543575338460,node/4609010483,59.661132960901497
31.2758066,58.4786957,1891,31.275807,58.478696,way/48431947,way/48431947,,tertiary,,,1,,,,,,0,0,0,0,1891,node/4570994739,330.503138263510830,node/1143738665,4833.972385309109100,node/5996483888,469.553256996739490,node/4744460853,3879.083556859499800
31.308524140985462,58.524935477474301,1892,31.308524,58.524935,way/173171791,way/173171791,,primary,asphalt,,2,RU:urban,,,,,0,0,0,0,1892,node/2641823618,142.967765049961570,node/1864659869,1144.691897281529700,node/525298735,908.836430548434010,node/3941904154,1373.519375542340000
31.313975879299758,58.533137724233853,1893,31.313976,58.533138,way/172900774,way/172900774,,secondary,asphalt,,2,,,,,Московская улица,1,0,0,2,1893,node/3941682237,4.802475788436589,node/1982059585,1183.508237811679200,node/525298735,343.651065270958900,node/3941904154,728.353587239863030
31.231698574638205,58.507030808360859,1894,31.231699,58.507031,way/438514982,way/438514982,,tertiary,,,2,60,,no,,Луговая улица,2,0,0,3,1894,node/6734742618,27.386902292301222,node/376294300,1089.001729241911100,node/4779345190,147.169613395192240,node/7765694938,473.072966103092990
31.254192335003914,58.545637083533613,1895,31.254192,58.545637,way/31364833,way/31364833,,unclassified,,,,,,,,,0,0,0,0,1895,node/1419515542,536.557177643927620,node/1864273486,530.129261477100730,node/1106419841,277.030939688042390,node/3940315867,952.575362761883980
31.226958398587307,58.543042258474316,1896,31.226958,58.543042,way/120926423,way/120926423,,secondary,asphalt,,4,50,,,,улица Кочетова,1,0,0,2,1896,node/6723291294,21.018113531740269,node/286903964,12.837976070207997,node/415706220,73.576057469248070,node/299484489,191.992181116999010
