Дата,Время,Место,Улица,Дом,Адрес,Дорог,Килом,Метр,Full Addre,Latitude,Longitude,Погиб,Поги_1,Ранен,Ране_1,join_id,join_@id,join_area,join_highw,join_surfa,join_int_r,join_lanes,join_maxsp,join_max_1,join_onewa,join_ref,join_name,join_snowp,join_descr,join_smoot,join_troll,join_width,DTP_ID,Crossing_T,Crossing_D,Traf_light,Traf_lig_1,stops_Targ,stops_Dist,bump_Targe,bump_Dista
08.10.2020,21:40,"Новгородская область, Великий Новгород",Добрыня ул,10/25,,,,,"Новгородская область, Великий Новгород Добрыня ул 10/25",58.5188553000,31.2676687000,"0","0","0","0",way/295500224,way/295500224,,tertiary,,,"2",,,,,Прусская улица,,,,,,"365",node/7837197121,10.038571379693373,node/1143738665,268.379090630177302,node/898703073,133.282496405654541,node/4744460857,310.447908995494799
08.10.2020,20:10,"Новгородская область, Великий Новгород",Победы-Софийская пл,"1",,,,,"Новгородская область, Великий Новгород Победы-Софийская пл 1",58.5242507000,31.2725751000,"0","0","0","0",way/209252339,way/209252339,,primary,asphalt,,"4",,,,,улица Газон,,,,,,"366",node/5698502680,23.595618646480588,node/944850585,117.163719333270265,node/422675615,285.800574934175415,node/299480496,427.345234278563908
08.10.2020,19:25,"Новгородская область, Великий Новгород",Большая Московская ул,58/9,,,,,"Новгородская область, Великий Новгород Большая Московская ул 58/9",58.5270190000,31.2932191000,"0","0","0","0",way/31367565,way/31367565,,secondary,asphalt,,"4",,,,,Большая Московская улица,,,,,,"367",node/4609041602,30.799191164284323,node/181321086,140.538597153828789,node/525298704,187.062157130678145,node/1319831809,772.242965639014415
08.10.2020,18:50,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"368",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
08.10.2020,18:20,"Новгородская область, Великий Новгород",Нехинская ул,"35",,,,,"Новгородская область, Великий Новгород Нехинская ул 35",58.5235512000,31.2413226000,"0","0","0","0",way/38656205,way/38656205,,primary,asphalt,,"4",,,,,Нехинская улица,,,,,,"369",node/280982362,178.352995884106434,node/286749694,156.703646884541541,node/299374453,201.500456331341439,node/286749723,302.297660264909723
08.10.2020,17:50,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","1","1",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"370",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
08.10.2020,13:20,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"371",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
08.10.2020,13:00,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,"41",,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 41",58.5412059000,31.2614049000,"0","0","0","0",way/26406187,way/26406187,,tertiary,,,"1",,,,,,,,,,,"372",node/3384716146,26.870407984589011,node/15500382,524.546987291736400,node/455878384,169.958352205937388,node/3940315867,421.761173410123718
08.10.2020,12:55,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"373",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
08.10.2020,8:50,"Новгородская область, Великий Новгород",Щитная ул,9/58,,,,,"Новгородская область, Великий Новгород Щитная ул 9/58",58.5270508000,31.2925799000,"0","0","0","0",way/31367565,way/31367565,,secondary,asphalt,,"4",,,,,Большая Московская улица,,,,,,"374",node/4609041602,2.353569247445611,node/181321086,173.691357323763071,node/525298704,220.197038141186681,node/1319831809,770.113297949683101
08.10.2020,8:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"375",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
08.10.2020,7:50,"Новгородская область, Великий Новгород",Лужское ш,4А,,,,,"Новгородская область, Великий Новгород Лужское ш 4А",58.5758058000,31.2802678000,"0","0","0","0",way/207578561,way/207578561,,primary,asphalt,,"2",RU:urban,,,,Лужское шоссе,yes,,,,,"376",node/6517694767,458.027179084175657,node/269278679,430.311479272853092,node/6010350322,278.585322085551411,node/2355856386,1743.325494459157653
07.10.2020,19:20,"Новгородская область, Великий Новгород",Мира пр-кт,"40",,,,,"Новгородская область, Великий Новгород Мира пр-кт 40",58.5436997000,31.2360984000,"0","0","0","0",way/371444600,way/371444600,,primary,asphalt,,"4",,,,,проспект Мира,,,,yes,,"377",node/6723493903,60.172447367396387,node/177601891,420.189862499548951,node/893968216,89.424430427904710,node/299484487,300.349713492022204
07.10.2020,19:10,"Новгородская область, Великий Новгород",Нехинская ул,"6",,,,,"Новгородская область, Великий Новгород Нехинская ул 6",58.5238700000,31.2462852000,"0","0","0","0",way/209125792,way/209125792,,primary,asphalt,,"4",,,,,Нехинская улица,,,,,,"378",node/6510641038,37.189204073864204,node/18485000,225.479801778966248,node/286533591,19.308706939162665,node/286749723,474.138053679023528
07.10.2020,19:05,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"379",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
07.10.2020,17:50,"Новгородская область, Великий Новгород",Державина ул,"1",,,,,"Новгородская область, Великий Новгород Державина ул 1",58.5480421000,31.3042849000,"0","0","0","0",way/173179302,way/173179302,,secondary,asphalt,,"2",RU:urban,,,,улица Советской Армии,,,,,,"380",node/3776050448,60.760895122809082,node/5273143697,395.537065089097950,node/892890934,335.841770394776688,node/1570949864,1537.022434580067738
07.10.2020,17:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"381",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
07.10.2020,16:45,"Новгородская область, Великий Новгород",Ломоносова ул,3 корп.1,,,,,"Новгородская область, Великий Новгород Ломоносова ул 3 корп.1",58.5428260000,31.2454131000,"0","0","0","0",way/175868867,way/175868867,,secondary,asphalt,,"2",,,yes,,улица Ломоносова,,,bad,,,"382",node/2205077558,45.685145946286738,node/1864273401,122.496329639922109,node/286533628,60.415961466601168,node/302050384,918.589815008088749
