ID,join_id,join_@id,join_area,join_highw,join_surfa,join_int_r,join_lanes,join_maxsp,join_max_1,join_onewa,join_ref,join_name,NUM_10NOND,NUM_10DEAT,Num_50Deat,Num_50NonD,ID_id,Crossing_T,Crossing_D,Traf_light,Traf_lig_1,stops_Targ,stops_Dist,bump_TargetID,bump_Distance
"0",way/41722818,way/41722818,,tertiary,,,"2",,,,,Керамическая улица,"0","0","0","0","0",node/4570994749,1030.274095786970747,node/230461929,861.205243613758626,node/4570994750,1382.292449351022697,node/2355856384,1495.13175793313
"1",way/38522847,way/38522847,,unclassified,,,,"40",,,,,"0","0","0","0","1",node/5678275733,4348.486209848885665,node/177601891,8500.631060701236493,node/6010350323,5970.433150905854745,node/455885382,523.624740574105
"2",way/654169015,way/654169015,,primary,asphalt,,"2",,,yes,,улица Державина,"0","0","0","0","2",node/7462162478,333.159302522052883,node/479789030,578.216225885844779,node/313454217,812.484962677729300,node/287866254,2111.8476122037
"3",way/172394142,way/172394142,,primary,asphalt,,"2",,,yes,,улица Державина,"0","0","0","5","3",node/7462162480,47.405134323202354,node/2206310654,179.364951662196745,node/313454217,276.354596140885405,node/1570949864,1699.00111828354
"4",way/175995458,way/175995458,,tertiary,,,"2",,,,,Студенческая улица,"0","0","0","0","4",node/5267706312,479.340630951977687,node/1864659869,487.424364649681877,node/525298753,534.840206986243743,node/287866254,1057.97645334424
"5",way/173171791,way/173171791,,primary,asphalt,,"2",RU:urban,,,,,"0","0","0","0","5",node/3941682237,553.942954174836359,node/1982059585,1711.860038353682057,node/525298735,768.949478567328811,node/3941904154,677.33677287822
"6",way/36836894,way/36836894,,unclassified,,,,,,,,,"0","0","0","0","6",node/6724059950,520.331714011462054,node/246262,1362.197667020445124,node/525298698,541.926456868098171,node/3673045106,1106.29999542097
"7",way/367750176,way/367750176,,secondary,asphalt,,,,,,,Армейская улица,"0","0","0","0","7",node/4773038317,4234.324301495608779,node/7463852740,6222.475659394269314,node/2849847592,4206.599381743715639,node/1578386259,693.492001527753
"8",way/31371872,way/31371872,,secondary,asphalt,,"4",,,,,Великая улица,"0","0","0","0","8",node/280225592,32.251078640000109,node/15500382,429.531418743989377,node/455878384,200.546152613858624,node/3940315867,186.724434478958
"9",way/31374763,way/31374763,,primary,asphalt,,,"90",,,49А-04,,"0","0","0","0","9",node/5678275733,999.327437352911829,node/177601891,4374.551073227317829,node/267426824,4027.306994022309027,node/6340965220,3028.81817879333
"10",way/367750176,way/367750176,,secondary,asphalt,,,,,,,Армейская улица,"0","0","0","1","10",node/4773038317,4252.594252039833918,node/7463852740,6280.356940851450418,node/2849847592,4223.471062334884664,node/1578386259,764.81717729479
"11",way/230114113,way/230114113,,unclassified,,,,,,,,,"0","0","0","0","11",node/7429024597,1549.213499490375398,node/7463852740,2103.436853820905071,node/2355865875,1258.808754192166361,node/2355870389,1451.58285996477
"12",way/108497261,way/108497261,,unclassified,,,,,,,,,"0","0","0","0","12",node/4570994749,3573.567285819480730,node/230461929,3962.050984883982437,node/6010350323,4336.437012877546294,node/455885362,2508.14931088632
"13",way/186615133,way/186615133,,unclassified,,,,,,,,,"0","0","0","0","13",node/3941682237,316.696895744406902,node/293139220,1091.218899769942027,node/525298735,643.280358250913082,node/3941904154,485.545423308962
"14",way/391011109,way/391011109,,secondary,asphalt,,"2",RU:urban,,,,Московская улица,"0","0","0","0","14",node/3941682237,432.685180713933278,node/293139220,1310.090576643278837,node/525298735,780.933472226452864,node/3941904154,290.866142364943
"15",way/219874164,way/219874164,,secondary,asphalt,,"2",,,yes,,Юрьевское шоссе,"0","0","0","0","15",node/286825337,346.416760425197879,node/1143738665,3423.282908114010297,node/5996483888,1177.313381906603581,node/4744460853,2483.79927748863
"16",way/226853376,way/226853376,,tertiary,,,,"60",,,,Береговая улица,"0","0","0","0","16",node/6517705022,351.321940449246313,node/2475693877,663.452414557552061,node/1572585952,831.102939898647833,node/2355856384,32.6848782864836
"17",way/481522310,way/481522310,,secondary,asphalt,,"2","40",,yes,,Троицкая улица,"0","0","0","0","17",node/4744460861,13.683429124010726,node/1143738665,951.002494643136629,node/4744460860,24.755835068667285,node/4744460853,5.98315846245715
"18",way/172396360,way/172396360,,primary,asphalt,,"3",RU:urban,,yes,,улица Державина,"0","0","0","2","18",node/5273143682,74.465555015406792,node/293139220,152.916558729591713,node/892890934,455.380058865866317,node/3941904154,1327.5336757348
"19",way/238058632,way/238058632,,secondary,asphalt,,"2","40",,yes,,улица Ломоносова,"0","0","0","0","19",node/2195201477,100.682899104048687,node/286749694,385.279899959283853,node/299374451,168.768230021186071,node/6418406602,88.1774647599851
"20",way/173171791,way/173171791,,primary,asphalt,,"2",RU:urban,,,,,"0","0","0","0","20",node/929929863,229.379742981351512,node/181321086,813.752190793658315,node/525298704,836.157272743413728,node/1319831809,1457.50944871117
"21",way/25178719,way/25178719,,secondary,asphalt,,"2","40",,yes,,Мерецкова-Волосова улица,"0","0","0","0","21",node/2203082867,270.274504051553663,node/1143738665,588.037728446191750,node/4744460860,408.979160846382854,node/2322289616,35.1577533334901
"22",way/120926423,way/120926423,,secondary,asphalt,,"4","50",,,,улица Кочетова,"0","0","0","0","22",node/6305118651,27.372156970406838,node/273126781,39.967548104724834,node/415706220,71.605620001338480,node/299484489,50.2745500141808
"23",way/608626298,way/608626298,,unclassified,,,"1",,,,,улица Панкратова,"0","0","0","0","23",node/929929863,1006.458894847838906,node/246262,1205.724438634896160,node/455876719,835.992770446865052,node/1319831809,2017.35386712624
"24",way/26406042,way/26406042,,tertiary,,,"4","70",,,,Вяжищский проезд,"0","0","0","0","24",node/5678275733,2034.382418546970484,node/177601891,5930.405185147127668,node/6010350323,3484.917000807197383,node/455885362,1663.41535872695
"25",way/36186280,way/36186280,,tertiary,,,"1",,,,,,"0","0","0","0","25",node/7429024597,1677.718706251021558,node/2475693877,2730.047999179554154,node/2355865875,1214.978785478566351,node/2355870389,1682.06496932301
"26",way/26698222,way/26698222,,primary,asphalt,,"4",RU:rural,,,,Сырковское шоссе,"0","0","0","0","26",node/177598706,1744.760251228315610,node/1864401763,4169.006395054684617,node/6010350323,1909.583053112068228,node/6340965220,2493.82836186859
"27",way/173171791,way/173171791,,primary,asphalt,,"2",RU:urban,,,,,"0","0","0","0","27",node/929929863,255.626140458741730,node/181321086,814.823230864658740,node/525298704,835.780177077840108,node/1319831809,1470.34157615379
"28",way/207576321,way/207576321,,primary,asphalt,,"2",,,yes,,Большая Санкт-Петербургская улица,"0","0","0","2","28",node/287858831,46.590278380099015,node/3974064301,147.874163530228913,node/2016732107,30.698733312693346,node/3940315867,2154.68483605157
"29",way/306127846,way/306127846,,tertiary,,,"2",,,,,Славянская улица,"1","0","0","1","29",node/6726986198,239.168190146849810,node/244045107,657.214525037692511,node/4744476471,194.454077496790546,node/7765694918,907.976384268217
"30",way/31398087,way/31398087,,primary,asphalt,,"4",,,,,Сырковское шоссе,"0","0","0","0","30",node/177598706,94.123217812975042,node/1864401763,2511.360048252475735,node/893969479,2463.705504240366281,node/6340965220,856.589015681333
"31",way/26406042,way/26406042,,tertiary,,,"4","70",,,,Вяжищский проезд,"0","0","0","0","31",node/177598706,2419.391299725980844,node/3974064301,3555.841109051800231,node/6010350323,2193.079921893647679,node/6340965220,3168.64050796456
"32",way/367750171,way/367750171,,secondary,asphalt,,,,,,,,"0","0","0","0","32",node/4773038317,4127.313900882035341,node/7463852740,5765.694516281224423,node/2849847592,4111.459427210163994,node/1578386259,119.368375907611
"33",way/178908520,way/178908520,,secondary,asphalt,,"2","40",,,,Луговая улица,"0","0","0","1","33",node/5752979727,38.019128039984828,node/376294300,1089.789524624299247,node/4779345190,169.256219313237807,node/7765694938,561.02589089126
"34",way/38522847,way/38522847,,unclassified,,,,"40",,,,,"1","0","0","1","34",node/5678275733,4213.114644564680020,node/177601891,8395.579596320434575,node/267426824,7891.470465851647532,node/455885382,408.862756261337
"35",way/31371872,way/31371872,,secondary,asphalt,,"4",,,,,Великая улица,"1","0","0","1","35",node/5628034167,92.618138872430819,node/15500382,380.469946267242733,node/455878384,195.782938350294899,node/3940315867,138.596677772093
"36",way/440950058,way/440950058,,primary,asphalt,,"2",,,,,Нехинская улица,"1","0","0","1","36",node/2812443547,152.254455306148657,node/27019229,143.490253468622939,node/1106149214,194.631471520134482,node/299484497,853.431594020728
"37",way/31395706,way/31395706,,primary,asphalt,,"3","60",,yes,,Большая Санкт-Петербургская улица,"7","0","0","7","37",node/6517694719,148.125877481714753,node/295095290,283.716738960180408,node/2016732108,214.412705846384142,node/2355856386,1505.3116705626
"38",way/219874164,way/219874164,,secondary,asphalt,,"2",,,yes,,Юрьевское шоссе,"0","0","0","0","38",node/286825337,78.590117612097444,node/1143738665,3498.255972679825391,node/5996483888,969.747569493648484,node/4744460853,2547.41783855898
"39",way/173171791,way/173171791,,primary,asphalt,,"2",RU:urban,,,,,"0","0","0","0","39",node/3941682237,547.821779990029995,node/293139220,1658.821610929269355,node/525298735,821.634729648035091,node/3941904154,519.995554630535
"40",way/26406042,way/26406042,,tertiary,,,"4","70",,,,Вяжищский проезд,"0","0","0","0","40",node/177598706,2521.884382586541051,node/3974064301,3666.686039180203352,node/6010350323,2285.932893508926554,node/6340965220,3273.22585192662
"41",way/219873732,way/219873732,,unclassified,,,"2",,,,,,"0","0","0","0","41",node/1946998795,662.256059928122681,node/246262,3931.332394997072242,node/5996483888,693.986796739718557,node/4744460853,2889.69583281213
"42",way/120926423,way/120926423,,secondary,asphalt,,"4","50",,,,улица Кочетова,"2","0","0","2","42",node/6723291295,83.458365647203308,node/286903964,239.554790782518381,node/1106419838,34.912385670076361,node/299484489,418.699018624649
"43",way/38572992,way/38572992,,unclassified,,,,,,,,,"0","0","0","0","43",node/4773038317,1138.115016268965292,node/7463852740,4119.659297687279832,node/2849847592,1129.152725414968700,node/1578386259,2992.57289461285
"44",way/179786007,way/179786007,,unclassified,,,,,,,,,"0","0","0","0","44",node/6724059950,2028.655142365922529,node/246262,2843.665358261886013,node/525298698,2050.083202815899313,node/3673045106,2345.03741145663
"45",way/363008888,way/363008888,,tertiary,,,"2",,,,,Никольская улица,"0","0","0","2","45",node/929938516,4.741164673302281,node/246262,745.777069435662270,node/455876721,67.494845506415928,node/1319831809,1376.33916972895
"46",way/598833635,way/598833635,,tertiary,,,"2",,,yes,,Стратилатовская улица,"0","0","0","1","46",node/490556137,51.273467977340438,node/15500635,177.904586090379411,node/422675617,222.098159514797572,node/299480496,11.5115591367096
"47",way/367750176,way/367750176,,secondary,asphalt,,,,,,,Армейская улица,"0","0","0","0","47",node/4773038317,4242.567890009820076,node/7463852740,6248.998232850392014,node/2849847592,4214.199033834023794,node/1578386259,726.217067220675
"48",way/363008889,way/363008889,,tertiary,,,"2",,,yes,,Славная улица,"0","0","0","3","48",node/6724059945,358.320245590424918,node/246262,793.016429103961627,node/455876719,348.075300288755216,node/1319831809,1550.35113257176
"49",way/97548349,way/97548349,,primary,asphalt,,"3",,,,,улица Фёдоровский Ручей,"0","0","0","3","49",node/929929863,9.386316207031028,node/181321086,745.111676931898046,node/598450199,421.488828175833248,node/1319831809,1294.62239062701
"50",way/330580124,way/330580124,,tertiary,asphalt,,"4","60",,no,,Аркажская улица,"0","0","0","0","50",node/6734742620,97.009475514143858,node/376294300,1872.899672274201748,node/4744460858,1388.832364356801008,node/7765694918,1254.41981470468
"51",way/25178719,way/25178719,,secondary,asphalt,,"2","40",,yes,,Мерецкова-Волосова улица,"0","0","0","0","51",node/420399255,98.389785127207148,node/1143738665,508.265439878658640,node/3712201691,265.536179760739628,node/4744460857,30.2348565848217
"52",way/31395706,way/31395706,,primary,asphalt,,"3","60",,yes,,Большая Санкт-Петербургская улица,"0","0","0","1","52",node/6517694767,181.536670039842335,node/295095289,160.152542674489865,node/2016732101,94.915729797148614,node/2355856386,1358.5230001807
"53",way/367701065,way/367701065,,secondary,asphalt,,,,,,,Драгунское шоссе,"0","0","0","0","53",node/4773038317,3938.262118628034386,node/7463852740,4531.333258887271768,node/2849847592,3954.854395927250152,node/1578386259,1348.97045171612
"54",way/259004425,way/259004425,,primary,asphalt,,"4",,,,,мост Александра Невского,"0","0","0","0","54",node/6724059933,185.792825392237859,node/256626,184.159002010440702,node/286533595,299.448601588625706,node/1319831809,481.950353771496
"55",way/179080505,way/179080505,,primary,asphalt,,,,,no,,,"0","0","0","1","55",node/5380349567,814.388681754845834,node/288416994,1662.934895620654743,node/893969480,1653.188783293662709,node/6340964470,34.3132232139444
"56",way/38957251,way/38957251,,primary,asphalt,,"2",,,yes,,улица Державина,"0","0","0","0","56",node/7462162478,12.876236329762527,node/2206310654,393.723485853029104,node/313454217,491.901908353270642,node/1570949864,1752.45428297688
"57",way/173256854,way/173256854,,tertiary,,,"2",,,yes,,улица Попова,"0","0","0","0","57",node/6723213632,155.403923569682661,node/2205077492,272.771491491058782,node/299374451,158.027882065205603,node/18485108,182.568880893386
"58",way/38522847,way/38522847,,unclassified,,,,"40",,,,,"0","0","0","0","58",node/5678275733,4232.445261269270304,node/177601891,8410.904997530324181,node/267426824,7911.111552565276725,node/455885382,411.521554608351
"59",way/654169015,way/654169015,,primary,asphalt,,"2",,,yes,,улица Державина,"0","0","0","0","59",node/7462162478,344.620891992178485,node/479789030,567.306968520455257,node/313454217,823.776675457738179,node/287866254,2110.20305714623
"60",way/31366976,way/31366976,,secondary,asphalt,,"4",,,,,проспект Александра Корсунова,"0","0","0","5","60",node/5144634062,62.275636358518362,node/177601891,62.059240808176156,node/1106263192,14.356613665739784,node/299484487,610.254044774075
"61",way/108497261,way/108497261,,unclassified,,,,,,,,,"0","0","0","0","61",node/4570994749,3622.031972033613783,node/230461929,4017.187919903426064,node/6010350323,4402.384194631926221,node/455885362,2531.69604304369
"62",way/36186280,way/36186280,,tertiary,,,"1",,,,,,"0","0","0","0","62",node/7429024597,1675.727157360476440,node/2475693877,2763.406219545448948,node/2355865875,1237.926664657133642,node/2355870389,1715.58116174072
"63",way/35356611,way/35356611,,primary,asphalt,,"2","60",,no,Р-56,Псковская улица,"1","0","0","2","63",node/6734742613,137.464970782981368,node/376294300,186.704449623697030,node/377612239,48.794429269557334,node/7765694937,492.042309990093
"64",way/508106960,way/508106960,,unclassified,,,,,,,,,"0","0","0","0","64",node/3949930805,5533.923658023198186,node/2475693877,4799.535974207150502,node/3949930804,5528.231328567591845,node/1578386259,3973.13717099056
"65",way/38572992,way/38572992,,unclassified,,,,,,,,,"0","0","0","0","65",node/4773038317,1138.115016268965292,node/7463852740,4119.659297687279832,node/2849847592,1129.152725414968700,node/1578386259,2992.57289461285
"66",way/31402169,way/31402169,,tertiary,,,"2",,,,,проезд Энергетиков,"0","0","0","0","66",node/6517694767,1151.227084863085111,node/295095290,1284.996841558275491,node/6010350323,324.044296726299933,node/6340964470,2619.98515563925
"67",way/207578561,way/207578561,,primary,asphalt,,"2",RU:urban,,,,Лужское шоссе,"0","0","0","0","67",node/6517694767,287.188924160041950,node/269278679,259.411672067827965,node/2016732101,470.919681979066070,node/2355856386,1587.64164287751
"68",way/38572992,way/38572992,,unclassified,,,,,,,,,"0","0","0","0","68",node/4773038317,1138.115016268965292,node/7463852740,4119.659297687279832,node/2849847592,1129.152725414968700,node/1578386259,2992.57289461285
"69",way/38522847,way/38522847,,unclassified,,,,"40",,,,,"1","0","0","1","69",node/5678275733,4213.114644564680020,node/177601891,8395.579596320434575,node/267426824,7891.470465851647532,node/455885382,408.862756261337
"70",way/180009241,way/180009241,,unclassified,,,,,,,,,"0","0","0","0","70",node/1094855982,3220.497180308297629,node/11149116,3180.554350408770460,node/4570995074,3212.845641008681014,node/455885362,3252.93327103586
"71",way/173915774,way/173915774,,secondary,asphalt,,"2",,,yes,,Деревяницкий мост,"0","0","0","0","71",node/6517705022,479.512837308576934,node/2283358006,860.986001548851505,node/2016732099,902.423831759798190,node/2355856386,533.74105764673
"72",way/367750176,way/367750176,,secondary,asphalt,,,,,,,Армейская улица,"0","0","0","0","72",node/4773038317,4202.972347012977480,node/7463852740,6118.081250476850073,node/2849847592,4177.809044176374300,node/1578386259,564.969135036841
"73",way/220273033,way/220273033,,secondary,asphalt,,"2",,,yes,,Троицкая улица,"0","0","0","0","73",node/2203082867,40.914959499477682,node/1143738665,796.435609282038286,node/4744460860,188.315565847101141,node/3673045106,72.8509697317887
"74",way/31397599,way/31397599,,tertiary,,,,,,,,,"0","0","0","0","74",node/6517705013,1701.362269247273616,node/2475693877,1729.593834713452452,node/2355865875,365.234309011918697,node/2355870389,965.279316775566
"75",way/173171791,way/173171791,,primary,asphalt,,"2",RU:urban,,,,,"0","0","0","0","75",node/3941682237,556.865954651659877,node/1982059585,1718.243372492963545,node/525298735,765.556480503374019,node/3941904154,692.090800240373
"76",way/226853377,way/226853377,,secondary,asphalt,,"2","20",,,,улица Советской Армии,"0","0","0","0","76",node/6517704994,190.536160627028124,node/2475693877,222.683765678207720,node/1572585952,1255.051270590216291,node/287014876,68.1592866081622
"77",way/199409880,way/199409880,,primary,asphalt,,"4",,,,,Нехинская улица,"0","0","0","3","77",node/4608991300,34.391681558691999,node/27019229,278.453881885404712,node/1106149149,19.432136629670143,node/299484497,677.790471674589
"78",way/39670500,way/39670500,,tertiary,,,"2",,,,,Керамическая улица,"0","0","0","0","78",node/7429024597,1995.666044142138844,node/2475693877,1974.457637272358625,node/2355861613,976.518622149028488,node/2355870389,975.533565775509
"79",way/180009241,way/180009241,,unclassified,,,,,,,,,"0","0","0","0","79",node/4570994247,3519.922609588971682,node/11149116,3180.893524209796851,node/4570994750,3550.149091994227092,node/455885362,3053.74592298453
"80",way/25329935,way/25329935,,primary,asphalt,,"2",RU:urban,,yes,,,"0","0","0","0","80",node/3941682237,906.438198284554232,node/293139220,1601.979804864936796,node/525298735,1253.749473744446504,node/3941904154,187.154598353283
"81",way/108497261,way/108497261,,unclassified,,,,,,,,,"0","0","0","0","81",node/5678275733,3540.679497318498306,node/269278679,4864.143051406476843,node/6010350323,4091.897464828423836,node/455885362,1504.89750396887
"82",way/411260863,way/411260863,,tertiary,,,"2",,,,,Каберова-Власьевская улица,"0","0","0","0","82",node/6734742628,28.721817439515114,node/376294300,1033.095617081455657,node/892703701,508.144065329814453,node/7765694938,186.160872684987
"83",way/175907677,way/175907677,,primary,asphalt,,"4",,,,,улица Фёдоровский Ручей,"0","0","0","1","83",node/6724059961,28.908172791730340,node/246262,256.862715682935288,node/525298696,266.270600821861478,node/1319831809,634.297338852907
"84",way/26519314,way/26519314,,tertiary,,,"2",,,no,,улица Новосёлов,"0","0","0","1","84",node/6517705022,911.349770780617519,node/2206310659,1269.785820864927700,node/313454217,1294.975210308620035,node/1570949864,608.118074027408
"85",way/363008889,way/363008889,,tertiary,,,"2",,,yes,,Славная улица,"1","0","0","1","85",node/6724059944,314.466349118338826,node/246262,702.161802254518079,node/455876719,308.288561239387661,node/1319831809,1480.13362584812
"86",way/219873732,way/219873732,,unclassified,,,"2",,,,,,"1","0","0","1","86",node/1946998795,705.727374947705357,node/246262,3938.546541607208383,node/5996483888,705.463646498394610,node/4744460853,2911.7083464532
"87",way/173171791,way/173171791,,primary,asphalt,,"2",RU:urban,,,,,"0","0","0","0","87",node/3941682237,548.150071209896282,node/1982059585,1695.693769348620208,node/525298735,779.086585705905804,node/3941904154,638.838418914101
"88",way/31374763,way/31374763,,primary,asphalt,,,"90",,,49А-04,,"0","0","0","0","88",node/5678275733,1036.639908457367483,node/177601891,4379.092504246674252,node/267426824,4039.092384576431868,node/6340965220,3022.57850091315
"89",way/38522847,way/38522847,,unclassified,,,,"40",,,,,"0","0","0","0","89",node/5678275733,4375.618485768981373,node/177601891,8521.184949770289677,node/6010350323,5961.159473439040084,node/455885382,563.606546478183
"90",way/180009241,way/180009241,,unclassified,,,,,,,,,"0","0","0","0","90",node/5678275733,5266.619929927221165,node/230461929,5493.128245812101341,node/6010350323,5770.438194398914675,node/455885362,2288.05935765977
"91",way/481522310,way/481522310,,secondary,asphalt,,"2","40",,yes,,Троицкая улица,"0","0","0","0","91",node/4744460859,8.644021144936993,node/1143738665,1137.374411758550195,node/4744460854,50.562272196924191,node/4744460853,255.911508878398
"92",way/36186280,way/36186280,,tertiary,,,"1",,,,,,"0","0","0","0","92",node/7429024597,1592.062557702560525,node/7463852740,2672.009819762958614,node/2376005807,1565.174977797729071,node/2355870389,3014.4019591969
"93",way/173256854,way/173256854,,tertiary,,,"2",,,yes,,улица Попова,"0","0","0","0","93",node/6723213630,151.147176852938003,node/280982415,109.859343002886945,node/893968220,136.180111203563314,node/18485108,187.804788100893
"94",way/199409880,way/199409880,,primary,asphalt,,"4",,,,,Нехинская улица,"0","0","0","0","94",node/4608991300,96.919749663303548,node/27019229,215.925925571218443,node/1106149149,71.829416919014548,node/299484497,689.880143874398
"95",way/226852729,way/226852729,,tertiary,,,,"40",,,,Береговая улица,"0","0","0","0","95",node/6517705005,993.745025376543708,node/2475693877,1032.627656092313373,node/1572585952,16.910158637488443,node/2355870389,32.559202353036
"96",way/173171791,way/173171791,,primary,asphalt,,"2",RU:urban,,,,,"0","0","0","0","96",node/2641823618,254.384101021975766,node/181321086,818.254566009220639,node/525298790,1179.767888356412868,node/1319831809,1498.12520690507
"97",way/207578568,way/207578568,,tertiary,,,,"90",,,49Н-1167,,"0","0","0","0","97",node/5678275733,3523.715851031784496,node/177601891,7731.673175429340517,node/267426824,7153.504364127925328,node/455885382,985.56224272414
"98",way/367701066,way/367701066,,secondary,asphalt,,,,,,,Драгунское шоссе,"0","0","0","0","98",node/4773038317,3782.211243183650367,node/7463852740,4022.887421358024312,node/2849847592,3810.118193940702895,node/1578386259,1843.66641691372
"99",way/438514982,way/438514982,,tertiary,,,"2","60",,no,,Луговая улица,"0","0","0","0","99",node/5908305698,26.082980123588118,node/376294300,1327.705588273963031,node/1384427126,942.526301620784693,node/7765694938,483.117419532105
"100",way/180009241,way/180009241,,unclassified,,,,,,,,,"0","0","0","0","100",node/5678275733,5720.454566731718842,node/230461929,6432.905465632395135,node/6010350323,6629.803667976966608,node/923895394,2148.89105773173
"101",way/26406042,way/26406042,,tertiary,,,"4","70",,,,Вяжищский проезд,"0","0","0","0","101",node/5678275733,2313.944953354317477,node/177601891,6308.458653699328352,node/6010350323,3875.525624886950027,node/455885362,1247.89789605517
"102",way/173171791,way/173171791,,primary,asphalt,,"2",RU:urban,,,,,"0","0","0","0","102",node/3941682237,546.531650207565121,node/293139220,1663.219133248723892,node/525298735,816.390488366730779,node/3941904154,532.345218425357
"103",way/31395706,way/31395706,,primary,asphalt,,"3","60",,yes,,Большая Санкт-Петербургская улица,"0","0","0","8","103",node/6517694719,118.860763745382542,node/3974388925,241.318524593232524,node/2016732108,182.825053243349771,node/2355856386,1520.25551089104
"104",way/809727928,way/809727928,,secondary,asphalt,,,,,,,,"0","0","0","0","104",node/4773038317,4625.228506707784618,node/7463852740,7128.466233883072164,node/2849847592,4578.639809471437729,node/1578386259,1776.58247486474
"105",way/48431947,way/48431947,,tertiary,,,"1",,,,,,"0","0","0","0","105",node/4570994739,330.503138263510834,node/1143738665,4833.972385309109086,node/5996483888,469.553256996739492,node/4744460853,3879.0835568595
"106",way/31396509,way/31396509,,primary,asphalt,,"2",RU:urban,,,,Лужское шоссе,"3","0","0","5","106",node/6517694767,827.237954831734328,node/269278679,799.593625711375353,node/6010350323,27.684417281283029,node/2355856386,2086.47062999305
"107",way/219874164,way/219874164,,secondary,asphalt,,"2",,,yes,,Юрьевское шоссе,"0","0","0","0","107",node/286825337,367.169361610213400,node/244045107,3158.494645069732542,node/5996483888,1194.398752370057764,node/4744460853,2480.00855157071
"108",way/31395628,way/31395628,,tertiary,,,"2",,,yes,,улица Попова,"1","0","0","1","108",node/6723213625,12.516645669670764,node/280936645,226.397841487037027,node/893968214,253.606273502771018,node/6172339289,24.9380366961347
"109",way/654169016,way/654169016,,primary,asphalt,,"2",,,yes,,,"0","0","0","0","109",node/451701636,360.029871046031531,node/479789030,378.133384348422794,node/2016732104,993.093727520302195,node/3940315866,1305.55445280622
"110",way/367701066,way/367701066,,secondary,asphalt,,,,,,,Драгунское шоссе,"0","0","0","0","110",node/4773038317,3772.621939021251819,node/7463852740,3981.803771462943132,node/2849847592,3801.466154833898599,node/1578386259,1884.58689230317
"111",way/31403543,way/31403543,,secondary,asphalt,,"3",,,,,улица Германа,"0","0","0","1","111",node/5692759505,139.399119420472204,node/244045070,122.068001458974763,node/414572448,38.138871413081169,node/299480496,737.767035023857
"112",way/443638396,way/443638396,,secondary,asphalt,,"2",RU:urban,,yes,,Деревяницкий мост,"0","0","0","0","112",node/6517705022,268.183705274540898,node/2475693877,775.276380220846590,node/2016732099,1108.415330238758315,node/2355856386,365.972810208892
"113",way/173340973,way/173340973,,secondary,asphalt,,"2",,,,,Чудовская улица,"0","0","0","0","113",node/4609075390,167.498573919281284,node/287861256,219.388903534391090,node/414572452,471.507238359376402,node/3940315859,54.0360172410653
"114",way/172396361,way/172396361,,primary,asphalt,,"3",,,yes,,улица Державина,"0","0","0","1","114",node/5273143693,142.717645921811311,node/5273143696,74.085398027612698,node/892890934,155.801997340103043,node/1570949864,1890.60245595966
"115",way/415198518,way/415198518,,primary,asphalt,,"2","90",,,,Лужское шоссе,"0","0","0","0","115",node/177598706,2002.060793354761017,node/3974388926,2371.069676564943620,node/6010350323,1248.514585211153189,node/6340964470,2680.85359501555
"116",way/301743116,way/301743116,,primary,asphalt,,"4","60",,,Р-56,Псковская улица,"0","0","0","0","116",node/775504300,83.250439562889738,node/256640,124.645804374760232,node/892696738,81.811408168978900,node/299480496,1071.16690778591
"117",way/31377569,way/31377569,,primary,asphalt,,"2",RU:urban,,,,Лужское шоссе,"0","0","0","0","117",node/6517694767,1079.828379226437846,node/295095290,1230.773616879642532,node/6010350323,246.984447525913851,node/6340964470,2657.78593843548
"118",way/509640360,way/509640360,,tertiary,asphalt,,"3",,,,,проспект Александра Корсунова,"0","0","0","0","118",node/6328299583,250.411909367531052,node/286903964,803.152351994884270,node/4988304188,129.491908279258638,node/4609010483,345.776534561413
"119",way/25329935,way/25329935,,primary,asphalt,,"2",RU:urban,,yes,,,"0","0","0","0","119",node/3941682237,989.031373297371147,node/293139220,1636.796795669642279,node/3949915410,1209.082991402621474,node/3941904154,265.923329474109
"120",way/38572992,way/38572992,,unclassified,,,,,,,,,"0","0","0","0","120",node/4773038317,1138.115016268965292,node/7463852740,4119.659297687279832,node/2849847592,1129.152725414968700,node/1578386259,2992.57289461285
"121",way/41722818,way/41722818,,tertiary,,,"2",,,,,Керамическая улица,"0","0","0","0","121",node/4570994749,981.854377793252411,node/230461929,797.703374822168257,node/4570994750,1348.560950254622867,node/2355856384,1511.05525062922
"122",way/199404217,way/199404217,,primary,asphalt,,"3","60",,yes,,Большая Санкт-Петербургская улица,"1","0","0","1","122",node/287858831,147.603962081797818,node/3974064301,46.811538125075181,node/2016732107,75.545680859157571,node/3940315866,2283.17136910482
"123",way/31364833,way/31364833,,unclassified,,,,,,,,,"0","0","0","0","123",node/1419515542,487.647784259470768,node/1864273486,553.495137061265382,node/1106419841,246.501843872879647,node/3940315867,903.350691240714
"124",way/367701066,way/367701066,,secondary,asphalt,,,,,,,Драгунское шоссе,"0","0","0","0","124",node/4773038317,3762.923911709572167,node/7463852740,3938.145172979212475,node/2849847592,3792.765906430322502,node/1578386259,1928.18179532789
"125",way/367750176,way/367750176,,secondary,asphalt,,,,,,,Армейская улица,"0","0","0","1","125",node/4773038317,4271.747890527350137,node/7463852740,6337.746771573310070,node/2849847592,4241.264807873575592,node/1578386259,835.176781930175
