id,join_id,join_geom_buffe,join_obj_cod,join_typ_cod,join_nlevel,join_btf,join_oneway,join_surface,join_splitter,join_speedlim,join_f_rspeed,join_t_rspeed,join_lanewidth,join_f_lanes,join_t_lanes,join_f_sidewalk,join_t_sidewalk,join_f_buslanes,join_t_buslanes,join_multidigit,join_rd_name,join_rd_e_name,join_rd_l_name,join_f_parking,join_t_parking,join_bicyclanes,distance,xcoord_bad,y_coord_bad,NUM_10NOND,10dead_NUM,50dead_Num,50notdead_,Cros_HubName,Cros_HubDist,traf_HubName,traf_HubDist,Stop_HubName,Stop_HubDist,Bump_HubName,Bump_HubDist,x,y
"5296","11649176","POLYGON((37.80320705856 55.6426938009989,37.8032205756876 55.6426989406067,37.8032600117286 55.6427123245709,37.8032690961687 55.6427151684573,37.8033102390088 55.6427269808158,37.8033194480022 55.6427293891091,37.8033619383152 55.6427394270762,37.803370","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000439582237120,6802460.85574,6179398.33843,0,0,0,0,n5302836335,192.717200242186522,n264050263,558.580668306499319,n249304904,2284.132570964803108,"628293557",2750.078205200175489,37.80362,55.64301
"5353","12697072","POLYGON((37.7915506084999 55.697155697952,37.7915808105428 55.6971596315756,37.7915868406584 55.69716094168,37.7915875334819 55.6971614075108,37.7916111591738 55.6971761903883,37.7916633175579 55.6971992371862,37.791691883984 55.6972072361381,37.79173080","0","7701","7","0","0","2","0","20","5","5","0","0","0","3","3","0","0","0",,,,"0","1","0",0.000134415312759,6801308.42243,6185336.32118,0,0,0,0,n1747495784,32.403366134790616,n252999747,34.826459565895028,n5019534350,1651.796238744478387,"628293547",1104.837825911851496,37.79189,55.69687
"5363","13321501","POLYGON((37.9432975862353 55.6835938411843,37.9432584237199 55.6835957053068,37.9432203773735 55.6836051738385,37.9431849092958 55.683621882909,37.9431533825053 55.683645190398,37.9431270085587 55.6836742006119,37.9431068009921 55.6837077987044,37.943093","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000095637131633,6810950.06808,6184567.07311,0,0,0,0,n3734064783,593.063086151506354,n250070000,931.650994037230134,n6939601874,3851.908009085098456,"1711443",4696.801257846466797,37.94379,55.68391
"5427","17074654","POLYGON((37.8070594826536 55.6507155380324,37.8070631431184 55.6507155045321,37.8081596596852 55.6506954323681,37.8085253065927 55.6506988029934,37.8085294643014 55.650698798102,37.8099785133813 55.6506820304914,37.8141073267351 55.6506686012661,37.81410","0","7730","7","0","0","3","2","77","40","40","0","1","1","0","0","0","0","0",,,,"0","1","0",0.000201601138606,6802468.17451,6180215.23101,0,0,0,0,n8019631806,866.633627499640170,n297514572,934.602489635547840,n249304904,2740.008120122364744,"628293557",2645.373073353566269,37.80464,55.65031
"5440","12319915","POLYGON((37.6621466024973 55.7025322986277,37.662910154645 55.7025068987651,37.6629490233725 55.7025017607119,37.6629861428639 55.7024891384725,37.6630200866378 55.7024695171123,37.6630495502543 55.7024436506693,37.6630734014429 55.7024125331763,37.66309","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000077298046490,6793131.32221,6185378.77224,0,0,0,0,n2064798726,141.418106835927205,n2060096867,124.156769971340438,n4375847052,391.533438676761875,"1711364",201.374547194631788,37.66233,55.70225
"5476","18408261","POLYGON((37.6928989839161 55.6816901800281,37.6929061856784 55.6816909994265,37.6929453880557 55.6816915920362,37.6929839527826 55.6816845252547,37.6930203978385 55.6816700706544,37.6930533226603 55.6816487837175,37.6930814619654 55.6816214824891,37.6931","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000125565251997,6795163.28468,6183229.41406,0,0,0,0,n3368086540,74.527680347385058,n253290163,676.616576610115203,n1377188041,399.957413781687080,"1711407",1024.059385805001057,37.69223,55.68178
"5494","12913221","POLYGON((37.7727211309161 55.687177554707,37.7728767433521 55.6872769907029,37.7730219212766 55.6873752367004,37.7732346776631 55.6875194192873,37.7732417693736 55.6875240097381,37.7734658092055 55.6876624052908,37.7734864520631 55.6876735404143,37.77377","0","7701","7","0","0","5","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000114938519854,6800188.85806,6184176.15128,0,0,0,0,n6386110679,565.187097645621861,n296889753,802.359709704352213,n6937856051,1297.213845302246227,"889176490",2278.219667192430734,37.77288,55.68718
"5531","12773885","POLYGON((37.7190517061468 55.6388242372856,37.7190125032003 55.6388247909574,37.7189741615434 55.638832982106,37.7189381546245 55.6388484959502,37.7189058661694 55.6388707363016,37.7188785370051 55.638898848476,37.7188572173763 55.6389317521383,37.718842","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000008679710704,6797173.02338,6178588.94419,0,0,0,0,n249674524,403.072965669595135,n249674519,690.497629998886168,n7658089873,1631.851302851960781,"19645014",1443.668973649667123,37.71906,55.63902
"5539","12921499","POLYGON((37.7634254105416 55.6594909100568,37.7635709984822 55.6595492049598,37.7636086492143 55.6595601411356,37.7636477100402 55.6595635218824,37.7636866798743 55.6595592172801,37.7637240611276 55.6595473927519,37.7637584172597 55.659528502708,37.76378","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000000352521464,6799800.09970,6181038.93561,0,0,0,0,n492056239,241.940368796574063,n4660865683,233.440413712861101,n6937856055,793.435719478026272,"628293559",792.180047823485666,37.76330,55.65934
"5575","8703565","POLYGON((37.8259735549366 55.6665196764901,37.8259772856232 55.6664847059738,37.8259748330637 55.6664496226445,37.8259645922694 55.6663852770111,37.8259583896745 55.6663584034329,37.8258939804687 55.6661470754153,37.8258908889257 55.6661377583369,37.8257","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.003625815891516,6803944.12607,6181573.98213,0,0,0,0,n2390082665,1768.868061868829272,n595484123,508.874738780688745,n6939553031,3121.602242225730606,"628293549",3513.052037213043150,37.82950,55.66156
"5601","12769843","POLYGON((37.7185028135018 55.6387495812841,37.7179820022934 55.6386574013544,37.7179769769484 55.6386565777423,37.7178663943369 55.6386398969211,37.717858585231 55.6386388757739,37.7177569857724 55.6386276200181,37.7177496260545 55.6386269420656,37.71764","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000846391962622,6797118.44423,6178669.70768,0,0,0,0,n249674524,323.811445967825193,n249674519,675.054190682889271,n7658089873,1536.942454143454825,"628293560",1490.797959496852172,37.71828,55.63977
"5636","12709377","POLYGON((37.6766766189824 55.6425800082001,37.6767120411169 55.6425632019526,37.6767435038888 55.6425398081169,37.6767697982014 55.6425107257048,37.6767899135791 55.6424770723372,37.6768030769991 55.6424401412942,37.6768087825985 55.6424013518149,37.6768","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000031545541651,6794463.07494,6178787.57142,0,0,0,0,n1186316105,199.908698315789366,n5379291254,267.208433857695297,n1243536643,507.329798078853798,"1711314",270.742930287353374,37.67638,55.64244
"5647","11629596","POLYGON((37.6882567348824 55.6623638504073,37.6882826234761 55.662334406252,37.6883022703581 55.6623004772438,37.6883149205095 55.6622633672554,37.6883200877923 55.662224502403,37.6883175736307 55.6621853762409,37.6883074746423 55.6621474923656,37.688290","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000399954582693,6795038.08842,6181108.53402,0,0,0,0,n6576759712,995.643539186892326,n253289924,1493.619769631603958,n7658089874,1677.855582725032036,"19645084",1247.818667551511226,37.68797,55.66287
"5682","11687426","POLYGON((37.8199734285918 55.6487057926459,37.8199696264753 55.6486667705819,37.8199582845884 55.648629240072,37.8199398387935 55.6485946433928,37.819914997952 55.6485643100751,37.8198847166836 55.6485394058113,37.8198501586804 55.6485208876585,37.819812","0","7700","6","0","0","2","1","60","25","25","0","1","1","5","5","0","0","0",,,,"0","0","0",0.000047033720340,6803433.64801,6180127.53216,0,0,0,0,n5398125606,900.018765609632851,n595484113,944.462408501450341,n249304904,3482.472184860546349,"628293557",3609.824483160584805,37.81982,55.64893
"5709","12454798","POLYGON((37.7047972169245 55.6877887820055,37.7048120931561 55.6877645019273,37.7048256604326 55.6877277173302,37.7048317906987 55.6876889926946,37.7048302483719 55.6876498161864,37.7048210927229 55.6876116933368,37.7048046755981 55.6875760891857,37.7047","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.002788326691157,6795911.81232,6184282.25431,0,0,0,0,n2185090502,695.737401019383924,n296910412,791.883062550867749,n1377322861,1040.114274826596329,"1711407",1043.503779280474646,37.70522,55.69075
"5718","8703565","POLYGON((37.8259735549366 55.6665196764901,37.8259772856232 55.6664847059738,37.8259748330637 55.6664496226445,37.8259645922694 55.6663852770111,37.8259583896745 55.6663584034329,37.8258939804687 55.6661470754153,37.8258908889257 55.6661377583369,37.8257","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.001595892841108,6803573.88603,6181861.74908,0,0,0,0,n2390082665,1768.868061868829272,n595484123,508.874738780688745,n6939553031,3121.602242225730606,"628293549",3513.052037213043150,37.82395,55.66436
"5722","12912689","POLYGON((37.7487343615557 55.6653182211104,37.7486644999582 55.6652868497916,37.7486273316602 55.6652743720036,37.748588443245 55.665269385148,37.7485493291725 55.6652720808669,37.7485114925746 55.6652823555653,37.7484763874905 55.6652998143924,37.748445","0","7701","7","0","0","2","0","20","5","5","0","0","0","3","3","0","0","0",,,,"0","1","0",0.000011645545884,6798840.87898,6181667.28177,0,0,0,0,n2625548202,99.110562834128800,n291963956,224.195033937278083,n6937856054,650.565798324226535,"628293559",1693.237878805033915,37.74879,55.66555
